age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
0.025303016254844657,-1.0618889417485937,1.1366299862406606,0.146697184516394,-0.21725056402306742,-0.034366537640857744
0.8277374227214137,-1.007020948148938,1.1366299862406606,-0.14488381056132693,-0.21725056402306742,-2.2130634496152126
-0.04764556615120707,0.24594815159401753,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
1.046583169939569,0.42655332465932055,-1.1979586554579797,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-0.7771313902117244,1.4082880132462219,1.1366299862406606,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-0.12059414855725879,0.8986453054828631,1.5257280931904338,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
0.754788840315362,-0.27914659509162554,-1.9761548693575266,-0.14488381056132693,-0.21725056402306742,-1.9709860149513956
0.9736345875335171,0.18910131232355465,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,0.3690958534655043
-0.5582856429935692,-1.362361034394853,1.5257280931904338,1.7440889284794374,-0.21725056402306742,0.7725582445718663
0.24414876347299985,-0.28613409798662914,1.1366299862406606,0.5495993506679457,-0.21725056402306742,-0.034366537640857744
-0.12059414855725879,0.8596554180551873,-0.03066433460865962,-0.14488381056132693,-0.21725056402306742,3.1933325912100385
-0.6312342253996209,-0.45800015835262553,1.1366299862406606,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-1.141874302241983,-0.6381319233627115,1.1366299862406606,-0.14488381056132693,-0.21725056402306742,-0.8412913198535819
-0.4853370605875174,0.14533000353818656,0.7475318792908872,-0.14488381056132693,-0.21725056402306742,0.7725582445718663
0.09825159866089639,-0.642866003914882,0.35843377234111373,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-0.339439895775414,0.5284875471086549,-2.3652529763073,-0.14488381056132693,-0.21725056402306742,0.3690958534655043
-0.9959771374298795,-0.12226863375380084,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-0.4378289287472198
-0.4853370605875174,-0.026943187755296458,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-0.04764556615120707,-1.5223161480915883,-1.1979586554579797,-0.14488381056132693,-0.21725056402306742,0.7725582445718663
0.3170973458790516,0.9705370527481237,1.5257280931904338,-0.14488381056132693,-0.21725056402306742,0.3690958534655043
0.09825159866089639,0.03649349164378771,2.3039243070899804,-0.14488381056132693,-0.21725056402306742,1.5794830267845903
1.1195317523456205,1.064944087119507,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-1.6482161020663058
-0.26649131336936227,-1.0682420778496065,-1.9761548693575266,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
0.3170973458790516,-0.6876977467439362,-1.1979586554579797,-0.14488381056132693,4.84712135206261,-0.034366537640857744
1.4842746643758793,-0.7636513351229591,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
1.265428917157724,0.25735728572474836,1.1366299862406606,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-1.43366863186619,-0.2023882130187337,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
1.1195317523456205,-0.08955613713830296,-0.03066433460865962,-0.14488381056132693,-0.21725056402306742,1.5794830267845903
0.025303016254844657,1.6814539292675617,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,3.1933325912100385
0.754788840315362,0.03499752218930184,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-1.141874302241983,0.009840618135068015,0.7475318792908872,-0.14488381056132693,-0.21725056402306742,0.9339432010144111
-1.3607200494601381,0.7228499582585654,-0.03066433460865962,-0.14488381056132693,-0.21725056402306742,0.2884033752442319
0.46299451069115505,1.867787339800991,1.1366299862406606,-0.14488381056132693,3.2747355563729332,-0.034366537640857744
-0.6312342253996209,-1.2281971915463419,-0.03066433460865962,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-1.2148228846480347,1.1536228840227643,-0.03066433460865962,-0.14488381056132693,-0.21725056402306742,-2.051678493172668
0.6818402579093102,0.4993161427461805,-1.1979586554579797,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-1.2877714670540865,0.07129845186334492,-0.03066433460865962,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
-1.43366863186619,3.355718325509271,-0.419762441558433,-0.14488381056132693,-0.21725056402306742,-1.2447537109599438
-0.5582856429935692,-0.9990392883379787,-0.03066433460865962,-0.14488381056132693,-0.21725056402306742,-0.19575149408340256
0.6818402579093102,0.7177560875844299,0.7475318792908872,-0.14488381056132693,-0.21725056402306742,-0.034366537640857744
